ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
184,Hacer trekking de alta en el valle,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer trekking de alta en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
186,Participar en una excursión guiada por la sierra,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Participar en una excursión guiada por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
188,Hacer surf al atardecer en la playa urbana,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Hacer surf al atardecer en la playa urbana al aire libre dentro de la categoría de Actividades Acuáticas
190,Participar en un multi-cache en el jardín botánico,Aventura y Exploración,Geocaching,Outdoor,90,True,,Disfruta de Participar en un multi-cache en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
191,Hacer kayak en el jardín botánico,Actividades Acuáticas,Kayak,Outdoor,60,True,,Disfruta de Hacer kayak en el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
192,Hacer voluntariado en jardinería en la sierra,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,240,True,,Disfruta de Hacer voluntariado en jardinería en la sierra al aire libre dentro de la categoría de Jardinería y Agricultura
193,Cultivar verduras de temporada en la playa,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Cultivar verduras de temporada en la playa al aire libre dentro de la categoría de Jardinería y Agricultura
194,Hacer una sesión fotográfica en el centro histórico,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Hacer una sesión fotográfica en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
197,Hacer paddle surf en la playa,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Hacer paddle surf en la playa al aire libre dentro de la categoría de Actividades Acuáticas
199,Pintar escenas urbanas en el parque local,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Pintar escenas urbanas en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
200,Hacer fotos de naturaleza en el parque local,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Hacer fotos de naturaleza en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
3,Fotografiar festivales en el parque local,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Fotografiar festivales en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
5,Organizar un partido de voleibol en el valle,Deportes de Equipo,Voleibol,Outdoor,120,True,,Disfruta de Organizar un partido de voleibol en el valle al aire libre dentro de la categoría de Deportes de Equipo
10,Hacer entrenamiento de intervalos en el centro histórico,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Hacer entrenamiento de intervalos en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
13,Hacer ejercicios de natación en la playa,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer ejercicios de natación en la playa al aire libre dentro de la categoría de Actividades Acuáticas
15,Cultivar verduras de temporada en el parque local,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Cultivar verduras de temporada en el parque local al aire libre dentro de la categoría de Jardinería y Agricultura
16,Hacer voluntariado en jardinería en la montaña,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,60,True,,Disfruta de Hacer voluntariado en jardinería en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
22,Practicar surf en la playa del faro,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Practicar surf en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
27,Practicar técnicas de aseguramiento en la sierra,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Practicar técnicas de aseguramiento en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
37,Correr 25 km en el centro histórico,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr 25 km en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
42,Pintar paisajes al aire libre en el bosque,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Pintar paisajes al aire libre en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
43,Explorar un sendero nuevo en la sierra,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Explorar un sendero nuevo en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
48,Practicar técnicas de natación en la montaña,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Practicar técnicas de natación en la montaña al aire libre dentro de la categoría de Actividades Acuáticas
49,Hacer trekking de extrema en el bosque,Deportes al Aire Libre,Senderismo,Outdoor,60,True,,Disfruta de Hacer trekking de extrema en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
55,Fotografiar el amanecer en el bosque,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Fotografiar el amanecer en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
58,Hacer fotos nocturnas en el centro histórico,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Hacer fotos nocturnas en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
60,Correr con un grupo de running en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr con un grupo de running en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
62,Correr 30 km en la sierra,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 30 km en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
64,Explorar lugares secretos de Valladolid,Aventura y Exploración,Exploración Urbana,Outdoor,60,True,,Disfruta de Explorar lugares secretos de Valladolid al aire libre dentro de la categoría de Aventura y Exploración
65,Hacer una ruta de varios largos en el lago,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer una ruta de varios largos en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
67,Explorar lugares secretos de Granada,Aventura y Exploración,Exploración Urbana,Outdoor,30,True,,Disfruta de Explorar lugares secretos de Granada al aire libre dentro de la categoría de Aventura y Exploración
71,Correr por senderos naturales en el valle,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Correr por senderos naturales en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
72,Hacer trekking de alta en la reserva natural,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Hacer trekking de alta en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
77,Participar en una carrera local de 42 km,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Participar en una carrera local de 42 km al aire libre dentro de la categoría de Deportes al Aire Libre
79,Participar en una ruta interpretativa por la reserva natural,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Participar en una ruta interpretativa por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
86,Hacer una travesía a nado en la sierra,Actividades Acuáticas,Natación,Outdoor,240,True,,Disfruta de Hacer una travesía a nado en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
89,Practicar maniobras de surf en la playa local,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Practicar maniobras de surf en la playa local al aire libre dentro de la categoría de Actividades Acuáticas
91,Cultivar verduras de temporada en la montaña,Jardinería y Agricultura,Huerto Urbano,Outdoor,60,True,,Disfruta de Cultivar verduras de temporada en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
96,Hacer fotos de naturaleza en el valle,Arte al Aire Libre,Fotografía,Outdoor,30,True,,Disfruta de Hacer fotos de naturaleza en el valle al aire libre dentro de la categoría de Arte al Aire Libre
100,Hacer trekking de media en el valle,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer trekking de media en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
101,Cultivar verduras de temporada en el lago,Jardinería y Agricultura,Huerto Urbano,Outdoor,60,True,,Disfruta de Cultivar verduras de temporada en el lago al aire libre dentro de la categoría de Jardinería y Agricultura
107,Hacer snorkel en la playa,Actividades Acuáticas,Natación,Outdoor,180,True,,Disfruta de Hacer snorkel en la playa al aire libre dentro de la categoría de Actividades Acuáticas
109,Trabajar en el huerto comunitario de el lago,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Trabajar en el huerto comunitario de el lago al aire libre dentro de la categoría de Jardinería y Agricultura
110,Jugar voleibol playa en el bosque,Deportes de Equipo,Voleibol,Outdoor,180,True,,Disfruta de Jugar voleibol playa en el bosque al aire libre dentro de la categoría de Deportes de Equipo
112,Practicar boulder en la playa,Deportes al Aire Libre,Escalada,Outdoor,60,True,,Disfruta de Practicar boulder en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
113,Fotografiar vida urbana en el centro histórico,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Fotografiar vida urbana en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
116,Hacer una acampada familiar en la sierra,Aventura y Exploración,Campamento,Outdoor,90,True,,Disfruta de Hacer una acampada familiar en la sierra al aire libre dentro de la categoría de Aventura y Exploración
117,Trabajar en el huerto comunitario de el centro histórico,Jardinería y Agricultura,Huerto Urbano,Outdoor,180,True,,Disfruta de Trabajar en el huerto comunitario de el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
118,Hacer entrenamiento de baloncesto en la reserva natural,Deportes de Equipo,Baloncesto,Outdoor,120,True,,Disfruta de Hacer entrenamiento de baloncesto en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
120,Participar en una excursión ciclista de 10 km,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Participar en una excursión ciclista de 10 km al aire libre dentro de la categoría de Deportes al Aire Libre
121,Hacer snorkel en la sierra,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer snorkel en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
132,Participar en una excursión guiada por el parque local,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Participar en una excursión guiada por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
134,Mantener un jardín comunitario en la reserva natural,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Mantener un jardín comunitario en la reserva natural al aire libre dentro de la categoría de Jardinería y Agricultura
137,Hacer surf al atardecer en la cala escondida,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Hacer surf al atardecer en la cala escondida al aire libre dentro de la categoría de Actividades Acuáticas
150,Acampar en la montaña,Aventura y Exploración,Campamento,Outdoor,90,True,,Disfruta de Acampar en la montaña al aire libre dentro de la categoría de Aventura y Exploración
154,Hacer una ruta de varios largos en el centro histórico,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer una ruta de varios largos en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
160,Hacer escalada en roca natural en la montaña,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Hacer escalada en roca natural en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
161,Hacer entrenamiento de voleibol en el centro histórico,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Hacer entrenamiento de voleibol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
163,Tomar una clase de surf en la playa local,Actividades Acuáticas,Surf,Outdoor,120,True,,Disfruta de Tomar una clase de surf en la playa local al aire libre dentro de la categoría de Actividades Acuáticas
165,Pintar paisajes al aire libre en el jardín botánico,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Pintar paisajes al aire libre en el jardín botánico al aire libre dentro de la categoría de Arte al Aire Libre
166,Practicar técnicas de kayak en el bosque,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Practicar técnicas de kayak en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
168,Participar en una excursión ciclista de 25 km,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Participar en una excursión ciclista de 25 km al aire libre dentro de la categoría de Deportes al Aire Libre
171,Hacer entrenamiento de baloncesto en la sierra,Deportes de Equipo,Baloncesto,Outdoor,120,True,,Disfruta de Hacer entrenamiento de baloncesto en la sierra al aire libre dentro de la categoría de Deportes de Equipo
